cvegeo	llamadas_hidroproblemas
0901300011544	NA
0901400010384	NA
0900800010495	NA
0901300011262	NA
0901300010917	NA
0901000010385	NA
090100001110A	NA
0901200010322	NA
0901100241520	NA
090120001091A	NA
0901000012216	NA
0901200010746	NA
0900700011000	NA
0901200011212	NA
0901000010703	NA
0901500011106	NA
090140001101A	NA
0901500011089	NA
0900500010987	NA
0900500011595	NA
090170001016A	NA
0901600010035	NA
0901700011312	NA
0901500010589	NA
0901700011064	NA
0901100210791	NA
0901700010085	NA
090101326	NA
0901100011234	NA
0901000010258	NA
0900900170399	NA
0900700013420	NA
0900700012403	NA
0900700013153	NA
0900700012653	NA
0900700011867	NA
0900700014363	NA
0900700014397	NA
0900700013859	NA
0900600010433	NA
090070001515A	NA
0900700013045	NA
090070001440A	NA
0900700012174	NA
0900900110401	NA
0900700015889	NA
0900700011640	NA
0900500012733	NA
0901500011290	NA
090100001053A	NA
0901200010248	NA
090130001121A	NA
0901300010917	NA
0901100010433	NA
0901000010737	NA
0901100010645	NA
0900700010214	NA
0901100010217	NA
0901300010743	NA
0901100261501	NA
0901000010489	NA
0901300010669	NA
0901100010039	NA
0901200012263	NA
0901100011304	NA
0901000012042	NA
0901100011376	NA
0901000012146	NA
0901000011453	NA
0901200012210	NA
0901100010310	NA
0901000011824	NA
0900900170558	NA
0900700015569	NA
0900700015821	NA
0900900010492	NA
0900700012954	NA
0901000010826	NA
0900600010344	NA
0900500010474	NA
0900700015770	NA
0900700013789	NA
0900600010293	NA
0900700011867	NA
0900700011462	NA
0900600010096	NA
0900700013628	NA
0900700013581	NA
0900700010229	NA
0900700011566	NA
0901000012292	NA
0900700015268	NA
0900700012140	NA
0900700013505	NA
0900700015412	NA
0900600010556	NA
0900700010055	NA
0900700014217	NA
090070001287A	NA
0901200010360	NA
0900700014984	NA
0901200010106	NA
0900700013401	NA
0900700012102	NA
0900500012057	NA
0900500013110	NA
0900500012076	NA
0900300011571	NA
0900400010369	NA
0900200010307	NA
0900500013197	NA
0900200010576	NA
0901500011430	NA
0901000012324	NA
0900300011317	NA
0900700013971	NA
0901500010659	NA
0900500011241	NA
0901700010808	NA
0900200010468	NA
0901700011350	NA
0901700010297	NA
0901500010254	NA
0901600010196	NA
0901000010794	NA
0901500010305	NA
0901100210787	NA
090130001064A	NA
0901300010777	NA
0901300011309	NA
0901400010327	NA
0901300010245	NA
0901100010289	NA
0901200010515	NA
0901000010900	NA
0901100010397	NA
090070001554A	NA
0901200010712	NA
0901100010626	NA
0901200012386	NA
0900700015412	NA
0900700013204	NA
0901100010306	NA
0900900240581	NA
0900700013810	NA
0900900010026	NA
0900700014560	NA
0900700012954	NA
0900700015183	NA
090070001305A	NA
0900700015179	NA
0900700015747	NA
0900600010999	NA
0900700010110	NA
0900700014931	NA
0900700014185	NA
0900700015484	NA
0900700015268	NA
0900700015893	NA
0900700011833	NA
0900700012920	NA
0900700015499	NA
0900700010055	NA
0901200011513	NA
0900500011913	NA
0901500011290	NA
0901500010038	NA
0900600010414	NA
0900500012381	NA
0900500011097	NA
0901600011230	NA
0901700011401	NA
0901700011295	NA
0901700010687	NA
0901600010092	NA
0901700011280	NA
0901700010352	NA
0901700010598	NA
0900700013990	NA
090120001013A	NA
0901300011173	NA
0901300011559	NA
0901200272422	NA
0901200262437	NA
0900300010821	NA
0901200262314	NA
0900600010537	NA
0900500011203	NA
090050001092A	NA
0900500010258	NA
0901700011045	NA
0900500012748	NA
0901200261706	NA
0900500012610	NA
0900500012752	NA
0900500012771	NA
0900300010802	NA
0901200011496	NA
0900300011586	NA
0900500013426	NA
0901000010224	NA
0900903000647	NA
0900700015605	NA
0900500012907	NA
090100001199A	NA
0900900010327	NA
0900700010642	NA
0901000010915	NA
0900900010312	NA
0900700012723	NA
090100001224A	NA
0900700010144	NA
0900700014397	NA
0900700014344	NA
0900700010197	NA
0900700010233	NA
0900700013257	NA
0900600010645	NA
0900700012189	NA
0900700015484	NA
0900700011176	NA
0900700014151	NA
0900700012920	NA
0900700015499	NA
0900700012634	NA
0900700015304	NA
0901300011205	NA
0900700011301	NA
0901300011116	NA
0901400010492	NA
0900700014240	NA
0901400010558	NA
0901400010261	NA
0901300010230	NA
0900800010476	NA
0901300011262	NA
0901200012013	NA
0901200010144	NA
0901000012061	NA
0901100010397	NA
0901200010303	NA
0901000012358	NA
0900700010290	NA
0901100010950	NA
0901100010819	NA
090110001154A	NA
0901200011941	NA
0901200261689	NA
0900700012808	NA
0901200010939	NA
0901200012140	NA
0900500012023	NA
090120001198A	NA
090050001270A	NA
0900500012216	NA
0900600010359	NA
0900500012447	NA
0900600011056	NA
0900700015681	NA
0900500011345	NA
0900900360242	NA
0900300010639	NA
0900500010775	NA
090020001117A	NA
0900500010826	NA
0900200010773	NA
0900500012907	NA
0900500010559	NA
0900300010342	NA
0900200011004	NA
0900300010573	NA
0900200010561	NA
0900700011123	NA
0900700010835	NA
0901000011951	NA
0901000011970	NA
0900700010360	NA
0900800010067	NA
0901700010973	NA
0901700010174	NA
0901700010259	NA
0901600010016	NA
0901600010228	NA
0901700010390	NA
0901600010285	NA
0900200010186	NA
0901700011134	NA
090040335	NA
0900500010987	NA
0901500010907	NA
0901700010013	NA
0901700010437	NA
0901600011207	NA
0901600011090	NA
0900300011393	NA
0900300010978	NA
0900901520613	NA
0900700015681	NA
0901500010146	NA
090070001077A	NA
0901000010332	NA
0900700012386	NA
0900903000632	NA
0900900330346	NA
090070001472A	NA
090160001068A	NA
0901700010259	NA
0901500010451	NA
0900200010947	NA
090160001132A	NA
0901700010719	NA
0901600010834	NA
090160001043A	NA
0901200011299	NA
0901300010669	NA
0900700013223	NA
0901200011994	NA
0901200261532	NA
0901200262314	NA
0901200012189	NA
0901100010359	NA
090050001295A	NA
090060001026A	NA
0900500012201	NA
0900500013411	NA
0900200011038	NA
0900200010487	NA
0900300010107	NA
0900200011061	NA
0900300011548	NA
0900400010123	NA
0900500010281	NA
0900200011019	NA
0900500012377	NA
0900500010328	NA
090070001401A	NA
0901000010440	NA
0900200011184	NA
0900500011504	NA
0900400010072	NA
0900300011228	NA
0900700013967	NA
090170001137A	NA
0901600010995	NA
0901600010586	NA
0901700011261	NA
0901700011350	NA
0901600011298	NA
0900800010245	NA
090050001199A	NA
0900600010908	NA
090060001026A	NA
0900500011951	NA
0900600010490	NA
0900500010807	NA
0900300011336	NA
0900800010175	NA
0900400010392	NA
0900300010982	NA
0900500011701	NA
0900200011019	NA
0900300011552	NA
0900500012220	NA
0900500012377	NA
0900500012964	NA
0900200010519	NA
0900800010014	NA
0900400010299	NA
0900300010431	NA
0900300011482	NA
090080001032A	NA
0900400010053	NA
0900700013717	NA
0900700015696	NA
0900300011707	NA
0900900360242	NA
0900800010033	NA
0900900330488	NA
0900900290609	NA
0900700010591	NA
0900200011080	NA
0901600011279	NA
0900200010400	NA
0901300010739	NA
0901600010228	NA
0901600010374	NA
0901600010285	NA
090020001010A	NA
0901300010654	NA
0901300010724	NA
0901300011101	NA
0901300011474	NA
0901300010809	NA
0901300011050	NA
0901700010719	NA
0901400010327	NA
0901400010543	NA
0901400010384	NA
0900700014096	NA
0901400010702	NA
0901400010204	NA
0901100011291	NA
0901000011650	NA
0901200010178	NA
0901300011506	NA
090120001077A	NA
0901100010984	NA
0901000010169	NA
0901200010731	NA
0901200011570	NA
090070001593A	NA
0901000011190	NA
0901000010563	NA
0901000011025	NA
0901200011744	NA
0900900240581	NA
0900700014560	NA
0900700013365	NA
0901000012023	NA
0900800010300	NA
090070001091A	NA
0900800010584	NA
0900700014363	NA
0900700014698	NA
090070001508A	NA
0900700014471	NA
0900700010479	NA
0900700011941	NA
0900700012441	NA
0900700011180	NA
0901600010590	NA
0900700012579	NA
0900700012935	NA
0900700014880	NA
0900700014931	NA
0900700015732	NA
0900700012719	NA
0900700015906	NA
0901300010495	NA
0901300011455	NA
0901300011120	NA
0901300011296	NA
0901300010654	NA
0901400010064	NA
0901400010204	NA
0901600011298	NA
0901000011542	NA
0901000011805	NA
0901300011099	NA
0901300011385	NA
0901200012259	NA
0901100011431	NA
0901000010864	NA
0901200010587	NA
0901000010493	NA
0901000010169	NA
0901000012131	NA
0901000010807	NA
0901000012061	NA
0901200011000	NA
0901200011759	NA
090100001231A	NA
0901100011535	NA
0901000010633	NA
0900700010962	NA
0901000011843	NA
0901100011323	NA
0901200012263	NA
0901100010679	NA
0901100011319	NA
0901700011026	NA
0901500010269	NA
0901000011519	NA
0901000012343	NA
0900500013093	NA
0900500012930	NA
0900500013159	NA
0900600010749	NA
0901500011394	NA
0901600010853	NA
0901700011100	NA
0901600010730	NA
0901700010615	NA
0901500010589	NA
0901700010511	NA
090090524	NA
090090115	NA
090170001094A	NA
0901700011488	NA
0901700011011	NA
0900500012396	NA
0901500010964	NA
0900600010429	NA
0900600010880	NA
0900500013144	NA
0900500013159	NA
0901700010776	NA
0901600010849	NA
0901600010853	NA
0901700011079	NA
0901700010988	NA
0901600010552	NA
0901700010615	NA
090170001144A	NA
0901100011272	NA
0901700011261	NA
0901600011315	NA
090130635	NA
090121829	NA
0900900110543	NA
0901000011665	NA
0900800010137	NA
0900800010584	NA
0900600010274	NA
0900700012884	NA
0900600010630	NA
0901200010248	NA
0901300011489	NA
090140001069A	NA
0901400010308	NA
0901000011523	NA
0901200010661	NA
0901200010727	NA
0901300010762	NA
0901100010984	NA
090100001060A	NA
0900700014503	NA
090120001159A	NA
0901000012377	NA
0901100261501	NA
0901100010240	NA
0901000010597	NA
0900700015516	NA
0901000012381	NA
0901100011361	NA
0901100011342	NA
0901100010310	NA
0900700014325	NA
0900700013539	NA
0900900010327	NA
0900700012460	NA
0900700010214	NA
0901000012023	NA
0900700015338	NA
0900600011179	NA
0900700011462	NA
0900700012193	NA
0900900170365	NA
0900700012189	NA
0900700010892	NA
0900700015643	NA
0901200011640	NA
0901200261693	NA
090070001209A	NA
090070001216A	NA
0900700011424	NA
0900700015145	NA
0900600010556	NA
0900700014880	NA
090070001262A	NA
0900700015465	NA
0901300011455	NA
090130001064A	NA
0901300010777	NA
0901300010353	NA
0901400010191	NA
0901200011566	NA
0901300010480	NA
0901100010363	NA
0901200012259	NA
0901200011636	NA
0901100240749	NA
0901000012343	NA
0901200012352	NA
0901300011332	NA
0901100210787	NA
0901000012057	NA
0901000010756	NA
0901300011493	NA
0901200011034	NA
0901100011361	NA
0901100010096	NA
0901000011773	NA
0901200011617	NA
0901200012333	NA
090110001122A	NA
0901100011145	NA
0901100010166	NA
0900900240219	NA
0900700015554	NA
0900900010026	NA
0900700015836	NA
090110001122A	NA
0900700014522	NA
0900800010071	NA
0900700015395	NA
0900800010531	NA
0900700012403	NA
0900700010248	NA
0900600010274	NA
0900600010433	NA
0900600010791	NA
0901100011145	NA
0900700010892	NA
090070001586A	NA
0900700012831	NA
0900700015588	NA
0900700015465	NA
0900700013897	NA
0900700015357	NA
0900700011960	NA
0900700012117	NA
0901100010151	NA
0900500010915	NA
0901200012282	NA
0900700011621	NA
0900900110420	NA
0900500012254	NA
0900500012998	NA
0901000010915	NA
0900500011932	NA
0900500010493	NA
0900500010012	NA
0901000010826	NA
0900200010754	NA
0900300010840	NA
0900400010369	NA
0900200010307	NA
0900500010991	NA
0900500013271	NA
0900700013276	NA
090030001022A	NA
0900700013562	NA
0900700015696	NA
0900700015766	NA
0900300011707	NA
0900800010245	NA
0900700010765	NA
0901700010649	NA
090160001068A	NA
090160001036A	NA
0901700010579	NA
0900700014471	NA
0901700011149	NA
0901500010396	NA
0901500010254	NA
090150001031A	NA
0901600010834	NA
090020001010A	NA
0901700010070	NA
0901200010905	NA
0900500011152	NA
0900700014109	NA
0900600010077	NA
0900700015075	NA
0900500011006	NA
0900500011078	NA
0900700012901	NA
0900700015501	NA
0900200010491	NA
0900200010256	NA
0900500012184	NA
0900500012362	NA
0900300011730	NA
0900500013271	NA
0900700011496	NA
090050001288A	NA
0900300011247	NA
0900200010928	NA
0900800010404	NA
0900800010048	NA
0900800010160	NA
090070001515A	NA
0901700010333	NA
090090017037A	NA
0901700010691	NA
0900500010262	NA
0900500010718	NA
0901500010930	NA
0900500011222	NA
0901600010868	NA
0900500012678	NA
090050001014A	NA
0900600011111	NA
0900500011307	NA
0901600010938	NA
0901700010738	NA
0901700011399	NA
0901500010786	NA
0901700010920	NA
0901500011375	NA
0901500011089	NA
0900500011542	NA
0900600010397	NA
0900500011665	NA
0900500012983	NA
0900500011627	NA
0900500011114	NA
090050001110A	NA
0900500012574	NA
0900500011097	NA
0901500010184	NA
0901700010386	NA
0901600010961	NA
0901700010403	NA
090170001144A	NA
0900600010043	NA
0901700011191	NA
0901600010054	NA
090111179	NA
0901200262418	NA
0900700014611	NA
0900700015624	NA
0900700014467	NA
0900700014240	NA
0900700013149	NA
0901300011101	NA
0900800010476	NA
0901000010296	NA
0901100240749	NA
0901200012136	NA
0900800010156	NA
0901200012456	NA
0901000010760	NA
0901000010756	NA
0901200192460	NA
0901200010089	NA
090110001108A	NA
0901200011903	NA
0901100011376	NA
0901200011617	NA
0901000011453	NA
0901200012244	NA
0900700015094	NA
0900700015770	NA
0900700013064	NA
0900700015817	NA
0900700014804	NA
0900700011176	NA
0900700010322	NA
0900700011284	NA
0901000010949	NA
0901100010039	NA
0901100010344	NA
0901100011499	NA
0901200012371	NA
0900600010823	NA
0901000012038	NA
0901000011665	NA
0901000012095	NA
0900900010562	NA
0901000012165	NA
0900800010550	NA
0900700011250	NA
0900700010110	NA
0900700012121	NA
0901200010498	NA
090070001383A	NA
0900700012846	NA
0900700012780	NA
090070001351A	NA
0900700014359	NA
0900700013204	NA
0900700011814	NA
0900300011270	NA
0900200010769	NA
0900700015910	NA
090080001032A	NA
0900900290469	NA
0900200011076	NA
0900500010510	NA
0900500011082	NA
0900300010605	NA
090020001067A	NA
0900200011080	NA
090160001132A	NA
0901600011086	NA
0901500010305	NA
0900500011237	NA
0901200011053	NA
0901200011388	NA
0900700011458	NA
0901200011918	NA
0901200261706	NA
0900500010811	NA
0900200010330	NA
090050001199A	NA
0900600010734	NA
090060001019A	NA
0900500011364	NA
0900500010258	NA
0900500012659	NA
0900600010503	NA
0900500012076	NA
0900500013017	NA
0900500012042	NA
0900500011006	NA
0900500010385	NA
0900200010275	NA
0900600010626	NA
090030001054A	NA
0900400200388	NA
0900500011701	NA
0900500011877	NA
0900200010627	NA
0901400010064	NA
0901300010194	NA
0901200011621	NA
090130001139A	NA
0901200012047	NA
0901100010946	NA
0901200010587	NA
090100001060A	NA
0901100011465	NA
0901200011759	NA
0901200010125	NA
090110001026A	NA
0901100011380	NA
0901200010089	NA
0901700011026	NA
0901500010269	NA
0901500011375	NA
0900600011094	NA
0900600010448	NA
0901700010013	NA
0901600010961	NA
0901700010367	NA
090130902	NA
0900700011458	NA
0900700014310	NA
0901100010274	NA
0900600010607	NA
0900700012047	NA
090050001224A	NA
0900500012998	NA
0900500012201	NA
0900200010805	NA
0900200010792	NA
0900200010449	NA
0900200010627	NA
0900500010135	NA
0900500010262	NA
0900500010563	NA
0901500011534	NA
0900600010414	NA
0900600010880	NA
0900600010236	NA
0900500012790	NA
0900500013252	NA
0901600010035	NA
0901600010124	NA
0901700011045	NA
0901700010032	NA
0901700011454	NA
0901700010916	NA
0901700010051	NA
0900500010559	NA
0900200010769	NA
0900700010835	NA
0901000011951	NA
0900700010638	NA
0900700012988	NA
0900500010510	NA
0900500011504	NA
0901700010973	NA
0900300011340	NA
0900400010072	NA
0900300010605	NA
0900200010171	NA
0901700010992	NA
0901600010586	NA
0901600010482	NA
0900600010490	NA
0901500010131	NA
0901600011071	NA
0901600011086	NA
0901500010216	NA
0900200010260	NA
0901200010996	NA
0901200010591	NA
0901200010159	NA
0901200011424	NA
0901200011509	NA
0900600010607	NA
090120001173A	NA
0900500013229	NA
0901200010905	NA
0900700015573	NA
0900500012748	NA
090050001174A	NA
0900500013360	NA
0900500012771	NA
0900500011843	NA
0900500010879	NA
0900300010431	NA
0901700011098	NA
0900400010053	NA
0900800010052	NA
0900700011636	NA
0900700010638	NA
0900800010033	NA
0900900330488	NA
0900900330346	NA
0900300010501	NA
0900700015111	NA
090170001151A	NA
0900200010947	NA
0901500010150	NA
0901500010288	NA
0901500010837	NA
0900500011595	NA
0900500011928	NA
0900500011044	NA
0900500013233	NA
0901500010979	NA
090050001313A	NA
0900500012786	NA
0900500013318	NA
0901700010935	NA
0901600010092	NA
0901600010410	NA
090110838	NA
090131281	NA
0901300010353	NA
0901000010046	NA
0901300010226	NA
0901300011065	NA
0901300010387	NA
090130001071A	NA
0901100011338	NA
0901100010217	NA
0901200010750	NA
0901000011044	NA
0901100010202	NA
0901000010370	NA
090120001223A	NA
0901000010205	NA
0900600010575	NA
0900500011665	NA
0900600010128	NA
0900500013233	NA
0900600010236	NA
0900600010240	NA
0901600011211	NA
0901600010887	NA
0901600010020	NA
090090524	NA
090131281	NA
0901100010823	NA
0901000011025	NA
0900700015554	NA
0900900010312	NA
0901000012165	NA
0900700010375	NA
0900700014433	NA
0900600010791	NA
0900800010207	NA
0900700012441	NA
0900700012850	NA
0900700014128	NA
090070001351A	NA
0900700014289	NA
090070001465A	NA
0900700012070	NA
0901500010038	NA
0901300011563	NA
0901300010014	NA
0901300010315	NA
0901400010308	NA
0901000011985	NA
0901300011224	NA
0901100241183	NA
0901200012136	NA
0901200011000	NA
0901000011595	NA
090120001159A	NA
0901200011316	NA
0901000011203	NA
0901100011342	NA
0901100011234	NA
0901000010262	NA
0900700013539	NA
0900700012460	NA
0900700010375	NA
0900600011179	NA
0900700015094	NA
0900700012051	NA
0900700012193	NA
0900700015766	NA
0900700014433	NA
0900700013115	NA
0900700012668	NA
0900700013045	NA
090070001440A	NA
0900700010958	NA
0900700014541	NA
0900700011424	NA
0900700010337	NA
0900700010356	NA
0900700011994	NA
0901300010705	NA
0900700011585	NA
0900700012808	NA
0901100010151	NA
0901200261710	NA
0900200010237	NA
0900500012108	NA
090050001270A	NA
0900500010614	NA
0900600010024	NA
0900500010436	NA
0900600010946	NA
0900500012428	NA
0900600010927	NA
0900500010296	NA
090050001181A	NA
0900500012536	NA
0900500010493	NA
0900500012625	NA
0900500010281	NA
0900500010205	NA
0900500010879	NA
0900500010968	NA
0900400010091	NA
0900200010415	NA
0900300010342	NA
0900900290473	NA
0900700014683	NA
0900800010052	NA
0900700010587	NA
0900700015677	NA
0900700010074	NA
090020001028A	NA
0900200011057	NA
090080001025A	NA
0900300010501	NA
0900300011228	NA
090020001067A	NA
0901700010742	NA
0900200010985	NA
0901600011226	NA
090020001074A	NA
0901700010225	NA
0900200010398	NA
0901600010317	NA
0901600010016	NA
0901600011048	NA
0901500010432	NA
0901500010292	NA
0901300011347	NA
0901300010866	NA
0901000012201	NA
0901000011985	NA
0901300010480	NA
0901200012047	NA
0901300011205	NA
0901000012019	NA
0901100010043	NA
0901100210791	NA
0901000011595	NA
0901100010575	NA
0901000011716	NA
0901000011186	NA
0901000011932	NA
0901000011824	NA
0900700015569	NA
0901000012235	NA
0900700010642	NA
0900700013365	NA
0900700010248	NA
0900700012206	NA
0900700013115	NA
0900700011941	NA
0900700011180	NA
090070001586A	NA
0901200261674	NA
0900700015376	NA
0900700012719	NA
0900700015906	NA
090070001287A	NA
0900500012733	NA
0900500010794	NA
0901400010721	NA
0900600010217	NA
0900500011434	NA
0900600010895	NA
0900500011171	NA
0900500013318	NA
0901600010209	NA
0901600010251	NA
0901600010815	NA
0901700010920	NA
0901700010475	NA
0901500011445	NA
0901600011353	NA
0901600011090	NA
0901700011191	NA
0901700011420	NA
0901700010634	NA
090111107	NA
0901200010464	NA
0901200011994	NA
0901200011388	NA
0900700013647	NA
0900700014306	NA
0900700011621	NA
0900500012216	NA
0900500010953	NA
090060001108A	NA
0900600011075	NA
0900500011186	NA
0900500013411	NA
0900500010012	NA
0900500012979	NA
0900500010370	NA
0900200010773	NA
0901100010128	NA
0901200011585	NA
0901000011754	NA
0901000011078	NA
0901100010804	NA
090070001426A	NA
0901000012220	NA
0900700010553	NA
0901000010455	NA
0900600010630	NA
0900700015751	NA
0900700011157	NA
0900700015624	NA
0900700012899	NA
0900700014594	NA
0900700015889	NA
0900700014293	NA
0900700015516	NA
0900700011640	NA
0900700011759	NA
0901400010609	NA
0900700011000	NA
0901300010300	NA
0901300010122	NA
090130001025A	NA
0901300010762	NA
0901000010347	NA
0901200012456	NA
0901200192475	NA
0901100010255	NA
0901100010240	NA
0901100111041	NA
0901200010712	NA
0900700011585	NA
0901200010267	NA
0900700014984	NA
0900700013990	NA
090120026166A	NA
0901200011123	NA
0900500013110	NA
0900500010455	NA
0900500010436	NA
0900300011016	NA
0900200010720	NA
0900500012979	NA
0900300010982	NA
090030001093A	NA
0900500010205	NA
0900500012362	NA
0900500010370	NA
0900200010449	NA
0900300010624	NA
0900300010304	NA
0900300011590	NA
0900800010546	NA
0900900290454	NA
0900800010103	NA
090070001077A	NA
0900300011317	NA
0900200011057	NA
0900800010334	NA
0901700010564	NA
0900200010468	NA
0901600011226	NA
0901500010729	NA
090170001009A	NA
0901500010447	NA
0901700011488	NA
0901500010555	NA
0900500011646	NA
0900500011449	NA
0901700011401	NA
090170001023A	NA
0901700011469	NA
0901700010422	NA
0901700010761	NA
0901700011505	NA
090111107	NA
0900500010667	NA
0900400010320	NA
0900300010484	NA
0900200010133	NA
0900700014679	NA
0900300011251	NA
0900200010896	NA
0901700011473	NA
090170001151A	NA
0901700010969	NA
0901600011349	NA
0901600010270	NA
0901700010263	NA
0901600011194	NA
0901600010745	NA
0901300010705	NA
0901200011547	NA
0901200262437	NA
0901200010163	NA
0900700012047	NA
0900500010629	NA
0900600010522	NA
0900500010332	NA
0900500013214	NA
0900500010296	NA
0900500012752	NA
0900500012502	NA
090050001320A	NA
0900200010612	NA
0900700015605	NA
0900200010364	NA
0900200010415	NA
0900300011139	NA
0900800010029	NA
0900900240191	NA
0900800010048	NA
0900700010074	NA
0900300011251	NA
0900700012672	NA
090040001034A	NA
0901700010808	NA
0901600010618	NA
0900200011131	NA
0901400010882	NA
0901400010897	NA
0901500010377	NA
0901300010508	NA
0901200262403	NA
0901200011142	NA
0901200012085	NA
0901200011049	NA
0900600010734	NA
0900600010359	NA
0900500010099	NA
0900500012447	NA
0900500011345	NA
0900500013125	NA
0900500013017	NA
0900300010376	NA
0900300010357	NA
0900500011970	NA
0900500010775	NA
0900300010446	NA
0900500010169	NA
0900300011139	NA
0900700014414	NA
090070001401A	NA
0901300010813	NA
0900700011636	NA
0900700013596	NA
0900300010709	NA
0900800010067	NA
0901700010564	NA
0900700014503	NA
0901700010282	NA
0901700011223	NA
0901600010162	NA
0901400010897	NA
090150001031A	NA
0901300010495	NA
0901300011402	NA
0901300011489	NA
0901000012201	NA
0901300011099	NA
0901300011084	NA
0901000010385	NA
0901000010864	NA
0901100010768	NA
0901200010746	NA
0901200012367	NA
0901200011087	NA
0901000011631	NA
0901200012244	NA
0900700014274	NA
0900700015183	NA
0900700015380	NA
0900600010170	NA
0900700010981	NA
0900700010106	NA
0900700014857	NA
090070001579A	NA
0901200261693	NA
0900700014128	NA
0900700015075	NA
090070001433A	NA
0900600010310	NA
090070001262A	NA
0901400010609	NA
0901100010363	NA
0901200010604	NA
0901300010442	NA
090120001077A	NA
0901000010347	NA
0901000010614	NA
0901300011493	NA
0901100010185	NA
0901200011585	NA
090110001147A	NA
0901000010741	NA
090100001053A	NA
0901000012080	NA
0901000011928	NA
0900500010718	NA
090150001017A	NA
0901400010967	NA
0900600010575	NA
0900500011222	NA
090070001426A	NA
0901600011230	NA
0901700011153	NA
0901600010251	NA
0900800010550	NA
0901600011103	NA
0901600010872	NA
0901600011315	NA
0901700010085	NA
090130902	NA
0900500010563	NA
0901500011534	NA
0901500010061	NA
0900600010397	NA
0900600011003	NA
090060001001A	NA
0901500010907	NA
0900500012822	NA
0901600010548	NA
090070001554A	NA
0901700011524	NA
0901500010184	NA
0901600010957	NA
0901700010032	NA
0901700011100	NA
0901700010386	NA
0901700011435	NA
0901700010761	NA
0901700011454	NA
0901600010410	NA
0901600011175	NA
0901600010800	NA
090170001062A	NA
090111179	NA
0901200011087	NA
0901000010224	NA
0901200012371	NA
0900700014791	NA
0900700015821	NA
0900700015836	NA
0900700014842	NA
0900800010071	NA
0900800010531	NA
0900700013030	NA
0900700015840	NA
090060001033A	NA
0900700010981	NA
0900600010293	NA
0900700014429	NA
0900700014344	NA
0900700010407	NA
0900700010572	NA
0900700013257	NA
0901400010562	NA
0901300011116	NA
0901300010230	NA
0901200011566	NA
0901200011621	NA
0901200010318	NA
0901300011506	NA
0900700010303	NA
0901100010607	NA
0901200012225	NA
090070001376A	NA
0901200011316	NA
0901000010328	NA
0901200261528	NA
0901000012004	NA
0901100010630	NA
0901200011496	NA
0901100010128	NA
0901200011655	NA
0901200012210	NA
0901000010578	NA
0901100010804	NA
0900600010823	NA
0900700013492	NA
0900700015041	NA
0900700010553	NA
0900700010888	NA
0901000010455	NA
0900700015037	NA
0900700012795	NA
0900700012668	NA
0900700011157	NA
0900700012121	NA
0900700015253	NA
0900700015639	NA
0900700014541	NA
0900700015855	NA
0900700014645	NA
0901100010630	NA
0901200010534	NA
0900700012846	NA
0900700013083	NA
0900700011918	NA
0901100011272	NA
0901000011627	NA
0900700012935	NA
0900600010999	NA
090140001069A	NA
0901200010322	NA
0901200010515	NA
0901200010661	NA
0901200012348	NA
0901300010404	NA
0901200011212	NA
0901100011323	NA
0901100011319	NA
0901200012386	NA
0901200011655	NA
0901000010544	NA
0900600011164	NA
0900900010505	NA
0900700014838	NA
0900700012511	NA
0900700013064	NA
0900700013859	NA
0900500012269	NA
0900700012206	NA
0900700014185	NA
0900700014804	NA
0901000010898	NA
0900700015253	NA
0901200010534	NA
0900700011655	NA
0900700011833	NA
090070001216A	NA
0900700010322	NA
0901200010464	NA
0901200011142	NA
0901200012085	NA
0901100211022	NA
090130001146A	NA
0900600010908	NA
0900500012108	NA
0900600010715	NA
090050001092A	NA
0900600010024	NA
0900300011336	NA
0900500012610	NA
0900300011571	NA
0900200010256	NA
0900200010519	NA
0900500011970	NA
0900200010294	NA
0900500010968	NA
0900400010091	NA
0900300011143	NA
0901000011561	NA
0900900360238	NA
0900700015130	NA
0900900240596	NA
0900300010709	NA
0901000010084	NA
090040001041A	NA
0901700010333	NA
0901700011204	NA
0900200010985	NA
0901600011349	NA
0901600010317	NA
0901600011194	NA
0901700010297	NA
0901600010196	NA
0901500010146	NA
0901400010810	NA
0901200012140	NA
0901200262329	NA
0901200012189	NA
0901200012282	NA
090120001216A	NA
0900700013844	NA
0900500013286	NA
0900200010218	NA
0900600010683	NA
0900500010629	NA
0900500010455	NA
0900500011218	NA
0900300011529	NA
0900200010203	NA
0900300010107	NA
0900200010720	NA
090050001320A	NA
0900500012023	NA
0900300010624	NA
0900200010364	NA
090030001022A	NA
0900300010889	NA
0900900290469	NA
0900300010662	NA
0900300011497	NA
0900200011076	NA
0900200011146	NA
0900900360238	NA
0900500011082	NA
0901000010084	NA
090040001041A	NA
0900700010765	NA
0900200010383	NA
0901600010603	NA
090160001036A	NA
0901400010882	NA
0901600011334	NA
0901500010288	NA
090050001231A	NA
0901400010967	NA
0900600011041	NA
0900500013394	NA
0900500010671	NA
0900500011044	NA
0900500012786	NA
0900500012790	NA
0900500013445	NA
0900700013223	NA
0900600010749	NA
0900500013163	NA
0900500013252	NA
0901700011172	NA
0901700010812	NA
0901500010428	NA
090170001094A	NA
0900500012396	NA
0900500012894	NA
0901500011248	NA
0900500011398	NA
0900500011684	NA
0900500013341	NA
0900600011022	NA
0900500011171	NA
0900600010240	NA
0900600010378	NA
0901500011252	NA
0901600010209	NA
0901700010776	NA
0901700011172	NA
0901600010529	NA
